epoch,accuracy,loss,val_accuracy,val_loss
0,0.6300905346870422,18.240413665771484,0.6396022439002991,2.226597547531128
1,0.6554805636405945,2.0879178047180176,0.6438711285591125,1.5319651365280151
2,0.6561094522476196,1.8638720512390137,0.7078089118003845,1.4546781778335571
3,0.6559994220733643,1.8719451427459717,0.6317466497421265,1.9344016313552856
4,0.6583772301673889,1.7605061531066895,0.5293422341346741,2.091292142868042
5,0.6600783467292786,1.7131314277648926,0.6098844408988953,1.3129944801330566
6,0.6620550155639648,1.6576920747756958,0.7319666743278503,1.5190601348876953
7,0.6628988981246948,1.6247209310531616,0.6862000226974487,1.4597299098968506
8,0.6655194163322449,1.5741952657699585,0.6485377550125122,2.113447427749634
9,0.6661611199378967,1.5333771705627441,0.6788666844367981,1.1949373483657837
10,0.6708822250366211,1.410949468612671,0.6534911394119263,1.419438362121582
11,0.6687472462654114,1.4780076742172241,0.686377763748169,1.1552910804748535
12,0.6743599772453308,1.311713457107544,0.6862221956253052,1.1660683155059814
13,0.6734399795532227,1.3373267650604248,0.7241266369819641,1.0155233144760132
14,0.6761060953140259,1.2817513942718506,0.596684455871582,1.5003464221954346
15,0.6779655814170837,1.2364768981933594,0.7202022075653076,0.8460916876792908
16,0.6797177791595459,1.2097159624099731,0.7106622457504272,0.9775292277336121
17,0.6796289086341858,1.2059863805770874,0.6631488800048828,1.0694549083709717
18,0.683762788772583,1.1488142013549805,0.6826511025428772,0.9629608392715454
19,0.6851577758789062,1.1027711629867554,0.5589466691017151,1.496477484703064
20,0.6859855651855469,1.095780849456787,0.7280466556549072,0.9048480987548828
21,0.6896405816078186,1.0460249185562134,0.7391133308410645,0.8050815463066101
22,0.6916099786758423,1.0324429273605347,0.7295421957969666,1.0804685354232788
23,0.6932727694511414,1.0253208875656128,0.7036066651344299,0.862231433391571
24,0.6987066864967346,0.980937123298645,0.7309244275093079,0.8011662364006042
25,0.7013983130455017,0.9549997448921204,0.5594377517700195,1.489608645439148
26,0.704622209072113,0.9493522047996521,0.6908733248710632,0.8661474585533142
27,0.7089400291442871,0.9255187511444092,0.6516000032424927,0.971528947353363
28,0.7124211192131042,0.9060413837432861,0.6821444630622864,1.1935855150222778
29,0.7151633501052856,0.8919662237167358,0.7532600164413452,0.7382466197013855
30,0.7186044454574585,0.8674620389938354,0.7606377601623535,0.7089188694953918
31,0.7215772271156311,0.8564615249633789,0.7407444715499878,0.7590638399124146
32,0.7239238619804382,0.848126232624054,0.7415066957473755,0.7709251642227173
33,0.728024423122406,0.8223775625228882,0.7530444264411926,0.7617927193641663
34,0.7301494479179382,0.8141260147094727,0.7188000082969666,0.8316416144371033
35,0.7316727638244629,0.8078474998474121,0.6951488852500916,0.9891076683998108
36,0.7332383394241333,0.7990820407867432,0.7463266849517822,0.7659479975700378
37,0.7358166575431824,0.7900932431221008,0.7661644220352173,0.6971042156219482
38,0.7349305748939514,0.7913200259208679,0.7563533186912537,0.757360577583313
39,0.7380744218826294,0.7768848538398743,0.7328110933303833,0.7462596297264099
40,0.7396277785301208,0.7678329348564148,0.743702232837677,0.799220085144043
41,0.7405011057853699,0.7696402072906494,0.727495551109314,0.8207613229751587
42,0.7422860860824585,0.7591190934181213,0.7682755589485168,0.6994768977165222
43,0.7441027760505676,0.7530648112297058,0.7201889157295227,0.7546241879463196
44,0.7448499798774719,0.7504006028175354,0.759411096572876,0.7022379636764526
45,0.745959997177124,0.7479497790336609,0.7315733432769775,0.8597537279129028
46,0.747522234916687,0.7412033081054688,0.7650488615036011,0.7101051807403564
47,0.7486905455589294,0.7383135557174683,0.7475377917289734,0.793950080871582
48,0.7487322092056274,0.7389693260192871,0.7436155676841736,0.7742388844490051
49,0.7497761249542236,0.7353371381759644,0.7418311238288879,0.7541597485542297
50,0.7510377764701843,0.7309731841087341,0.7625200152397156,0.7159329056739807
51,0.7514516711235046,0.7288172245025635,0.7617133259773254,0.7442652583122253
52,0.7520772218704224,0.7254208326339722,0.7697399854660034,0.6932369470596313
53,0.7532038688659668,0.7221068143844604,0.7582777738571167,0.6976373791694641
54,0.7534511089324951,0.7215909957885742,0.7313533425331116,0.7309666872024536
55,0.7538449764251709,0.7183703184127808,0.7255155444145203,0.8060623407363892
56,0.7541850209236145,0.7197245359420776,0.7649933099746704,0.6947361826896667
57,0.7558555603027344,0.7136507630348206,0.6965866684913635,0.868672788143158
58,0.756452202796936,0.7094156742095947,0.751384437084198,0.737030565738678
59,0.7572494149208069,0.7089785933494568,0.768957793712616,0.6748797297477722
60,0.7581800222396851,0.705113410949707,0.7569400072097778,0.7287166118621826
61,0.7598005533218384,0.7006123065948486,0.7430911064147949,0.7490149736404419
62,0.7596200108528137,0.7003121376037598,0.7305066585540771,0.8340889811515808
63,0.7600894570350647,0.6988258957862854,0.768351137638092,0.6996985673904419
64,0.7616716623306274,0.6941309571266174,0.7666133046150208,0.6714656352996826
65,0.7620888948440552,0.6921880841255188,0.7574377655982971,0.7234688401222229
66,0.7635183334350586,0.6878071427345276,0.7710044384002686,0.671035885810852
67,0.7650083303451538,0.6834933161735535,0.7690399885177612,0.6726332902908325
68,0.7657899856567383,0.6797807812690735,0.7703822255134583,0.6691456437110901
69,0.7669088840484619,0.6762241721153259,0.7704377770423889,0.6666547060012817
70,0.7678977847099304,0.6731221675872803,0.7710022330284119,0.6649047136306763
71,0.76803058385849,0.6712802052497864,0.7584155797958374,0.6975362300872803
72,0.7680261135101318,0.6707990765571594,0.7689200043678284,0.6778652667999268
73,0.7676466703414917,0.6706424355506897,0.7707111239433289,0.671284556388855
74,0.7681288719177246,0.6701211929321289,0.7703199982643127,0.670660674571991
75,0.768060028553009,0.6695353388786316,0.7714422345161438,0.6641512513160706
76,0.7686144709587097,0.6684499979019165,0.7683555483818054,0.6682245135307312
77,0.7683210968971252,0.6689074039459229,0.7667222023010254,0.6698419451713562
78,0.7687038779258728,0.6678740382194519,0.7651244401931763,0.6727738380432129
