epoch,accuracy,loss,val_accuracy,val_loss
79,0.7688355445861816,0.6676819920539856,0.768531084060669,0.6651067137718201
80,0.7686750292778015,0.667102038860321,0.7711688876152039,0.6618450880050659
81,0.7692700028419495,0.6665732860565186,0.7723821997642517,0.6581035852432251
82,0.7692700028419495,0.6661725640296936,0.7723733186721802,0.6617942452430725
83,0.7693433165550232,0.6658813953399658,0.7714200019836426,0.6630457639694214
84,0.7693899869918823,0.6656725406646729,0.7668710947036743,0.6875832080841064
85,0.769237756729126,0.66533362865448,0.7723977565765381,0.6609347462654114
86,0.7694694399833679,0.6646038293838501,0.7736244201660156,0.6603125929832458
87,0.7693588733673096,0.6647852659225464,0.7718266844749451,0.6563230156898499
88,0.7694050073623657,0.6641892790794373,0.7730777859687805,0.6669756770133972
89,0.7695800065994263,0.6638234257698059,0.7670311331748962,0.670846164226532
90,0.7693889141082764,0.6642062067985535,0.7686466574668884,0.6658375859260559
91,0.7696188688278198,0.6638955473899841,0.7676933407783508,0.6744033098220825
92,0.769374430179596,0.6640276312828064,0.7667844295501709,0.6719478964805603
93,0.7697700262069702,0.6627463698387146,0.7667688727378845,0.6675620675086975
94,0.7697210907936096,0.6631864309310913,0.7710333466529846,0.6690581440925598
95,0.7695927619934082,0.6635417938232422,0.7707955837249756,0.6649766564369202
96,0.7697610855102539,0.6628483533859253,0.7680444717407227,0.6707737445831299
97,0.7695761322975159,0.6629716753959656,0.7641777992248535,0.6763802170753479
98,0.7695850133895874,0.6633641123771667,0.7651755809783936,0.6742243766784668
99,0.7695850133895874,0.662969172000885,0.7710244655609131,0.6618660688400269
100,0.7697422504425049,0.6627883315086365,0.7714044451713562,0.6641428470611572
101,0.7701011300086975,0.6618658304214478,0.7662044167518616,0.66473388671875
102,0.7698166370391846,0.662590742111206,0.7740444540977478,0.6597649455070496
103,0.7697950005531311,0.6626618504524231,0.7740844488143921,0.6560922861099243
104,0.7699227929115295,0.6623830795288086,0.7612244486808777,0.6729004383087158
105,0.769914448261261,0.6625374555587769,0.7712977528572083,0.6664878726005554
106,0.7697383165359497,0.6626957058906555,0.7679466605186462,0.6704373359680176
107,0.7697200179100037,0.6624060869216919,0.7727422118186951,0.664323627948761
108,0.7699683308601379,0.6619022488594055,0.7715422511100769,0.6624813675880432
109,0.7698872089385986,0.6622300148010254,0.7717688679695129,0.6644773483276367
110,0.7699872255325317,0.6621192097663879,0.7735711336135864,0.6574708819389343
111,0.7697372436523438,0.6627045273780823,0.7722044587135315,0.6613066792488098
112,0.7697727680206299,0.6622267961502075,0.7650955319404602,0.668038547039032
113,0.769391655921936,0.6638634204864502,0.7703977823257446,0.6644898056983948
114,0.769724428653717,0.6623054146766663,0.7694666385650635,0.6613052487373352
115,0.7697799801826477,0.6624341011047363,0.7738244533538818,0.6545588970184326
116,0.7698850035667419,0.6624407768249512,0.7725088596343994,0.6610969305038452
117,0.7697578072547913,0.6624323129653931,0.7669133543968201,0.6667741537094116
118,0.7701078057289124,0.6619822382926941,0.7715888619422913,0.6635392308235168
119,0.7696849703788757,0.6620143055915833,0.7698222398757935,0.6599698662757874
120,0.7699522376060486,0.6620699167251587,0.7744688987731934,0.6545155644416809
121,0.7702388763427734,0.6619887948036194,0.7681133151054382,0.6648845672607422
122,0.7701538801193237,0.6612977981567383,0.7709133625030518,0.6567286849021912
123,0.7700366377830505,0.6616036891937256,0.7685977816581726,0.6635158061981201
124,0.7700449824333191,0.6615612506866455,0.7658355832099915,0.6790536642074585
125,0.7698383331298828,0.6614776849746704,0.7593177556991577,0.6739937663078308
126,0.7697160840034485,0.6618456840515137,0.7680244445800781,0.6735529899597168
127,0.7701610922813416,0.6611256003379822,0.7711600065231323,0.6625642776489258
128,0.770038902759552,0.6613708138465881,0.7645933628082275,0.6700516939163208
129,0.7701072096824646,0.6617433428764343,0.7714866399765015,0.6617096662521362
130,0.7702027559280396,0.6613193154335022,0.7711511254310608,0.6604844927787781
131,0.7701505422592163,0.6613975763320923,0.77128666639328,0.6660488247871399
132,0.77021723985672,0.661134660243988,0.7733644247055054,0.6609117388725281
133,0.7700799703598022,0.6611999869346619,0.7679288983345032,0.6658159494400024
134,0.7702288627624512,0.661160945892334,0.7736288905143738,0.657437801361084
135,0.7703316807746887,0.6609891653060913,0.767633318901062,0.6664592623710632
136,0.7703283429145813,0.6604709029197693,0.7708755731582642,0.6617950797080994
137,0.7701027989387512,0.6610115170478821,0.7711310982704163,0.6612023115158081
138,0.7698138952255249,0.6614840030670166,0.7644577622413635,0.6652973890304565
139,0.770276665687561,0.6606786251068115,0.7724199891090393,0.6571969389915466
140,0.770176112651825,0.6608300805091858,0.7736200094223022,0.6676293015480042
141,0.770039439201355,0.6614898443222046,0.7733822464942932,0.65699303150177
142,0.7704600095748901,0.6604801416397095,0.7694200277328491,0.6606481671333313
143,0.7701244354248047,0.6611027121543884,0.772308886051178,0.6580454707145691
144,0.7703816890716553,0.6603549122810364,0.7702488899230957,0.6587099432945251
145,0.770205557346344,0.6604625582695007,0.7722488641738892,0.6575919389724731
146,0.7702494263648987,0.6604489684104919,0.7714844346046448,0.6560113430023193
147,0.7702833414077759,0.6610478758811951,0.7713888883590698,0.6597670316696167
148,0.7703266739845276,0.660569429397583,0.7734777927398682,0.65932297706604
149,0.7700994610786438,0.6606450080871582,0.7714733481407166,0.6692265868186951
